retail_price,discount_percentage,product_name_length,description_length,brand_frequency,product_rating
999.0,0.0,39,247,5864,5.0
999.0,0.0,23,182,5864,
1100.0,63.727272727272734,39,207,15,
1333.0,39.98499624906226,32,249,5,
35999.0,23.883996777688267,49,229,99,
999.0,54.95495495495496,39,209,3,
1360.0,30.0,45,411,5864,
999.0,67.66766766766766,26,181,1,5.0
899.0,55.06117908787542,37,203,29,1.8
599.0,33.3889816360601,42,216,5864,
520.0,18.269230769230766,23,175,2,
26450.0,20.0,52,399,132,
2500.0,58.08,82,1914,141,
399.0,0.0,24,164,5864,
2500.0,28.04,28,188,1,
900.0,50.0,36,1417,5,
999.0,57.45745745745746,48,195,5864,4.5
1550.0,51.2258064516129,29,729,5864,
799.0,40.05006257822278,36,200,314,
2600.0,31.153846153846157,33,198,41,
1195.0,51.04602510460251,42,386,5864,
599.0,40.56761268781302,36,108,5864,
1399.0,0.0,34,200,5,
27200.0,35.0,46,225,31,1.0
898.0,33.29621380846326,47,629,1,
599.0,50.08347245409015,23,682,8,
499.0,20.04008016032064,50,229,1,
3500.0,61.42857142857143,40,167,5,
45288.0,29.486839780957432,46,223,26,
699.0,0.0,36,202,5864,
499.0,60.120240480961925,41,249,5864,
1500.0,53.400000000000006,42,1904,3,
598.0,33.27759197324415,26,183,73,
599.0,41.736227045075125,37,205,14,
2000.0,45.0,37,224,3,
2599.0,40.3616775682955,36,163,12,
18993.0,20.002106039067023,65,261,132,
2000.0,72.05,33,963,12,
2582.0,41.169635941130906,33,442,10,
1899.0,57.92522380200106,24,237,1,
1199.0,64.22018348623854,86,301,4,
11999.0,85.0070839236603,32,288,1,
999.0,49.94994994994995,51,242,5864,
598.0,33.27759197324415,26,183,73,
1999.0,40.0200100050025,31,533,4,
890.0,31.46067415730337,36,203,42,
1699.0,0.0,41,215,5,
1450.0,52.75862068965517,53,477,4,
1000.0,80.10000000000001,30,189,40,
899.0,55.06117908787542,41,209,72,3.0
370.0,43.24324324324324,20,167,5864,
1095.0,0.0,45,501,5864,
350.0,20.0,36,183,5864,3.0
1049.0,60.05719733079123,41,211,100,
625.0,0.0,49,230,5864,
699.0,65.80829756795423,32,193,44,
1100.0,68.27272727272728,34,207,1,
499.0,40.08016032064128,51,233,59,
2320.0,76.25,61,917,3,
1089.0,49.95408631772268,40,628,5864,
4695.0,25.005324813631525,47,234,5864,
4400.0,50.0,42,1056,1,
1999.0,40.0200100050025,36,998,2,
1099.0,36.39672429481347,66,265,4,
2899.0,47.18868575370818,41,168,26,4.2
1099.0,50.227479526842586,28,168,5864,
1999.0,60.03001500750376,52,1338,10,
4900.0,67.36734693877551,44,220,469,
215.0,0.0,26,220,1,
9250.0,62.16216216216216,44,219,1,
4999.0,6.00120024004801,51,257,11,
749.0,33.37783711615487,35,200,5864,
280.0,17.857142857142858,38,442,15,
525.0,0.0,33,315,5864,
1299.0,61.585835257890686,33,197,288,
3500.0,60.02857142857143,48,978,5,
899.0,41.15684093437152,46,405,1,
699.0,0.0,52,280,5864,
999.0,50.05005005005005,29,829,28,
399.0,50.125313283208015,36,304,1,
1099.0,63.69426751592356,56,1030,5864,
1348.0,72.62611275964392,30,816,41,
979.0,20.02042900919305,22,173,299,
699.0,50.07153075822603,46,118,5864,
149.0,0.0,63,203,5864,
999.0,65.06506506506507,34,197,1,
3999.0,77.51937984496125,53,276,5864,
999.0,65.06506506506507,19,290,1,
699.0,0.0,35,201,4,
1995.0,0.0,14,708,5864,
750.0,20.0,32,195,26,
599.0,17.362270450751254,57,281,3,
1400.0,20.0,42,214,3,
730.0,0.0,37,205,12,
1299.0,30.792917628945343,43,415,9,
439.0,0.0,28,421,1,
2322.0,50.0,24,514,4,
1110.0,63.06306306306306,79,287,25,
350.0,10.0,74,277,13,
999.0,60.06006006006006,57,243,11,
4900.0,67.36734693877551,46,224,469,
2300.0,61.95652173913043,33,195,15,
949.0,54.7945205479452,29,205,100,
699.0,71.5307582260372,33,1221,6,
2500.0,44.0,57,184,15,
699.0,40.2002861230329,46,222,5864,
3150.0,57.14285714285714,38,208,469,
1375.0,0.0,20,147,41,
1400.0,74.42857142857143,39,234,141,
799.0,0.0,43,163,5864,
400.0,5.25,50,349,5864,
2449.0,61.24948958758677,53,237,5864,
895.0,50.05586592178771,42,213,288,
571230.0,0.0,71,1189,5864,
399.0,75.18796992481202,53,737,6,
1099.0,40.94631483166515,23,928,1,
279.0,0.0,50,355,2,
999.0,50.05005005005005,84,1366,5864,
2399.0,58.35764902042517,33,827,6,
899.0,72.41379310344827,27,761,2,
999.0,30.03003003003003,39,207,5864,
1599.0,0.0,16,182,5864,
1250.0,49.6,29,195,5864,
17600.0,19.25,32,3257,6,
650.0,54.0,29,816,5864,
1199.0,45.87155963302752,39,321,14,
799.0,68.8360450563204,67,486,1,
458.0,56.55021834061136,29,815,5864,
550.0,0.0,31,191,5864,
799.0,6.25782227784731,34,199,5864,
199.0,0.0,27,234,10,
2999.0,36.67889296432144,20,563,3,
849.0,55.35924617196702,59,771,155,
4399.0,18.185951352580133,52,141,2,
1449.0,37.95721187025535,42,1177,13,
499.0,50.1002004008016,55,586,6,
1949.0,41.04669061056953,54,238,1,
899.0,0.0,48,180,5864,
1664.0,76.5625,41,160,8,
395.0,24.30379746835443,28,185,1,
1499.0,49.96664442961974,30,148,3,
999.0,60.06006006006006,14,415,3,
4800.0,75.02083333333334,28,186,11,
399.0,37.59398496240601,38,370,1,
329.0,21.27659574468085,34,2796,5,5.0
330.0,9.393939393939393,49,175,6,
990.0,34.34343434343434,61,253,5864,
899.0,38.82091212458287,31,926,17,
999.0,54.95495495495496,31,147,314,
459.0,56.644880174291934,113,1344,74,
349.0,42.97994269340974,36,741,13,
899.0,20.13348164627364,42,964,5864,
2199.0,72.76034561164165,44,641,250,
1499.0,53.36891260840561,53,778,2,
550.0,4.909090909090909,44,219,3,
699.0,0.0,22,908,3,
999.0,0.0,57,249,5864,
301.0,0.0,19,167,5864,
1399.0,60.75768406004288,63,1115,5864,
899.0,61.179087875417125,36,928,73,
699.0,50.07153075822603,53,187,5864,
12900.0,31.00775193798449,35,202,8,
2399.0,50.02084201750729,48,228,2,
1399.0,30.021443888491778,45,227,5864,
4900.0,67.36734693877551,45,222,469,
399.0,0.0,38,205,5864,
1499.0,53.36891260840561,43,304,8,
990.0,0.0,17,157,5864,
999.0,50.05005005005005,46,221,5864,
475.0,10.526315789473683,61,201,5864,
499.0,64.92985971943888,36,203,5864,4.0
899.0,50.055617352614014,39,537,5864,
500.0,40.0,56,640,2,
4836.0,4.880066170388751,47,1756,17,
1150.0,75.73913043478261,40,3444,14,
1500.0,36.73333333333333,27,162,5864,
2699.0,40.01482030381623,15,154,5864,
35100.0,44.78632478632479,20,317,25,
1099.0,54.959053685168335,39,208,314,
999.0,25.025025025025027,48,806,1,
35384.0,27.27786570201221,58,247,99,
45543.0,20.00087829084601,56,407,132,
999.0,50.05005005005005,42,213,5864,
799.0,0.0,48,300,5864,
360.0,23.05555555555556,37,184,5864,
249.0,8.032128514056225,47,223,40,
3999.0,0.0,19,209,5864,
450.0,8.88888888888889,86,985,3,
899.0,55.61735261401557,20,160,5864,
1099.0,59.14467697907189,51,268,5864,5.0
2199.0,72.76034561164165,44,641,250,
2477.0,34.1138473960436,50,1222,2,
1099.0,54.5950864422202,34,198,288,
1999.0,15.70785392696348,46,606,144,
799.0,55.06883604505632,47,223,46,
799.0,25.03128911138924,41,213,1,
799.0,62.57822277847309,63,369,3,
1999.0,33.71685842921461,84,211,3,1.0
1999.0,15.70785392696348,58,1031,144,
499.0,30.060120240480963,47,187,5864,
1299.0,71.13163972286374,33,195,20,
3645.0,24.58161865569273,41,151,1,
410.0,10.0,32,193,37,
1999.0,45.02251125562781,22,588,16,
550.0,10.0,29,416,3,
980.0,43.97959183673469,82,1065,9,
1863.0,67.57917337627482,65,261,5864,
599.0,8.347245409015025,21,109,9,
459.0,56.644880174291934,101,1299,74,
4000.0,47.775,35,750,21,
1599.0,56.41025641025641,33,196,5864,
1499.0,50.03335557038026,49,137,7,
39966.0,27.861182004704,49,229,99,
300.0,0.0,25,187,5,
6495.0,40.0,33,208,288,
4375.0,12.0,50,232,9,
5499.0,59.99272595017276,45,220,5864,
33875.0,20.0,58,247,132,
13400.0,0.0,84,301,11,
795.0,50.31446540880504,30,170,5864,
849.0,41.22497055359246,30,362,2,
1493.0,39.98660415271266,40,197,5,
499.0,56.312625250501,31,1525,13,
1990.0,60.0,35,199,5864,
1998.0,65.01501501501501,35,201,73,
1999.0,33.36668334167084,61,150,95,
899.0,0.0,38,405,4,
990.0,52.92929292929293,36,1576,11,
1499.0,53.36891260840561,43,310,8,
179.0,44.6927374301676,42,181,5864,
2000.0,50.05,54,1363,4,
15783.0,44.7506811125895,20,316,25,
999.0,0.0,62,332,5864,3.8
2000.0,42.55,26,184,7,
899.0,44.493882091212456,35,198,72,
380.0,39.47368421052632,46,186,5864,
999.0,60.06006006006006,53,234,288,3.0
2499.0,60.024009603841534,73,1005,2,
3500.0,52.142857142857146,53,180,28,4.4
2298.0,0.0,46,228,5864,
1999.0,15.70785392696348,68,1036,144,
899.0,56.729699666295886,59,781,155,
1499.0,80.0533689126084,28,394,2,
999.0,35.03503503503504,46,284,1,
600.0,33.33333333333333,28,679,51,
549.0,47.35883424408014,34,198,5864,
999.0,40.04004004004004,63,151,95,
11549.0,0.0,35,125,53,
2199.0,72.76034561164165,42,639,250,
2235.0,33.33333333333333,52,236,2,
16399.0,25.001524483200196,31,195,9,
4900.0,67.36734693877551,39,210,469,
100.0,0.0,21,173,4,
1345.0,30.03717472118959,45,226,5864,
780.0,61.66666666666667,42,220,85,
31200.0,35.0,40,373,31,
499.0,0.0,11,221,1,
349.0,28.653295128939828,39,179,5864,
1499.0,69.97998665777186,43,221,5864,
1595.0,25.07836990595611,19,544,6,
1599.0,40.02501563477173,32,204,5864,
799.0,62.57822277847309,55,602,1,
449.0,33.4075723830735,27,183,8,
400.0,57.75,41,211,155,
999.0,35.03503503503504,47,616,1,
500.0,48.2,30,1109,22,
1399.0,28.591851322373124,77,284,5864,
3150.0,57.14285714285714,36,204,469,
799.0,50.06257822277848,34,197,314,
799.0,27.53441802252816,45,565,1,
649.0,61.78736517719569,37,341,3,
478.0,50.0,42,791,3,
79.0,0.0,31,170,5864,
899.0,44.493882091212456,34,360,4,
899.0,66.74082313681868,40,208,5864,5.0
349.0,49.8567335243553,23,175,5,
799.0,50.06257822277848,36,201,5864,3.0
1900.0,64.21052631578948,28,196,288,5.0
1699.0,17.657445556209534,44,158,5864,
375.0,37.333333333333336,39,179,5864,
360.0,21.11111111111111,26,173,5864,4.2
999.0,60.06006006006006,16,292,1,
2199.0,72.76034561164165,42,639,250,
2300.0,13.91304347826087,48,931,1,
499.0,61.923847695390776,30,188,71,
900.0,44.55555555555556,30,192,3,
895.0,51.06145251396648,36,344,5864,1.0
999.0,40.04004004004004,35,199,5864,
1299.0,30.023094688221708,24,186,5864,
1198.0,58.347245409015024,35,3561,73,
1899.0,0.0,35,951,1,
300.0,50.33333333333333,28,180,5864,
1399.0,64.33166547533953,49,228,5864,
2100.0,50.0,34,573,15,
351.0,0.0,19,166,5864,
750.0,31.866666666666667,36,238,42,
2100.0,50.0,34,573,15,
1599.0,20.0750469043152,37,208,5864,
1199.0,0.0,18,326,5,
2199.0,64.12005457025921,30,188,5864,
149.0,33.557046979865774,23,174,13,
399.0,37.59398496240601,31,429,19,
349.0,14.326647564469914,40,209,40,
1550.0,51.2258064516129,29,715,5864,
1999.0,15.70785392696348,63,1031,144,
1299.0,42.34026173979984,34,199,5864,
399.0,0.0,48,436,2,
2165.0,10.02309468822171,39,250,5864,
399.0,10.025062656641603,47,187,5864,
595.0,0.0,41,214,5864,
360.0,16.666666666666664,26,173,5864,
1597.0,70.00626174076393,47,721,1,
2598.0,50.0,34,200,27,
599.0,50.08347245409015,52,604,5864,
2222.0,0.0,26,1134,6,
459.0,37.03703703703704,65,467,299,
3950.0,49.62025316455696,38,165,22,4.1
499.0,40.08016032064128,28,185,35,
899.0,63.40378197997776,40,208,5864,3.0
3099.0,25.137141013230075,36,202,5864,
599.0,33.3889816360601,36,200,5864,5.0
999.0,60.06006006006006,27,406,1,
599.0,62.43739565943238,58,1469,5864,
2100.0,65.23809523809524,26,600,5,
1990.0,40.0,17,158,5864,
32660.0,21.9993876301286,64,259,99,
1000.0,45.1,15,521,2,
499.0,57.11422845691383,46,220,20,3.5
1999.0,15.70785392696348,59,186,144,
2625.0,40.0,33,1097,9,
500.0,60.0,27,183,2,
7527.0,0.0,34,200,5864,
748.0,50.0,26,134,27,
1208.0,54.55298013245034,26,703,14,
2999.0,36.67889296432144,20,571,3,
6000.0,79.80000000000001,40,1474,9,
1957.0,58.35462442514052,42,212,5864,
499.0,50.901803607214426,46,227,5864,
1095.0,54.7945205479452,40,216,288,
699.0,70.67238912732475,55,195,5864,
600.0,50.16666666666667,57,243,12,
499.0,78.15631262525051,45,227,30,
995.0,59.798994974874375,36,215,5864,
300.0,25.0,45,611,3,
598.0,50.0,49,228,5864,
500.0,20.200000000000003,42,290,2,
14999.0,53.33688912594173,34,415,1,
829.0,21.592279855247288,26,158,1,
1599.0,59.41213258286429,21,161,5864,
2499.0,74.0296118447379,52,890,3,
500.0,65.2,24,124,41,
249.0,36.14457831325301,49,189,5864,
3500.0,57.2,33,169,5864,2.0
1800.0,50.0,44,255,5864,
699.0,54.36337625178827,66,680,5864,
158.0,0.0,24,493,1,
2895.0,41.3126079447323,64,385,101,
499.0,49.8997995991984,41,211,5864,
100.0,20.0,48,187,5864,
3000.0,72.03333333333333,40,428,2,
1249.0,52.04163330664532,38,367,1,
1699.0,70.62978222483814,34,198,288,
1299.0,7.698229407236336,53,142,7,
900.0,0.0,44,217,5864,
1490.0,0.0,17,158,5864,
525.0,0.0,25,545,5864,
1550.0,51.2258064516129,29,719,5864,
1350.0,46.2962962962963,33,791,1,
999.0,85.08508508508508,59,296,5864,
451.0,0.0,19,170,5864,
900.0,33.33333333333333,49,229,59,3.0
1199.0,0.0,28,117,15,
1999.0,15.70785392696348,46,664,144,
570.0,29.82456140350877,43,215,5864,
899.0,0.0,57,284,5864,
599.0,33.3889816360601,42,213,38,
499.0,29.85971943887776,39,209,59,
2199.0,72.76034561164165,44,641,250,
999.0,40.04004004004004,37,202,5864,
999.0,65.06506506506507,37,204,288,
890.0,30.0,17,157,5864,
1999.0,50.025012506253134,43,408,6,
2598.0,69.24557351809084,41,213,73,
599.0,55.09181969949917,25,179,46,
1499.0,0.0,34,196,5864,
2500.0,44.2,38,245,5864,
968.0,0.0,21,212,5864,
2500.0,55.00000000000001,39,208,3,5.0
2000.0,29.9,30,260,14,
390.0,10.0,32,193,37,
3988.0,50.0,24,189,5864,
4599.0,50.01087192868015,38,206,5864,
1999.0,15.70785392696348,59,1783,144,
7794.0,56.38953040800616,61,254,27,
899.0,10.011123470522804,40,259,1,
1656.0,50.0,89,5309,6,
150.0,0.0,23,2487,10,
4900.0,67.36734693877551,41,214,469,
2290.0,30.567685589519648,20,181,5864,
913.0,56.29791894852135,52,235,5864,
2800.0,71.46428571428571,31,191,5864,
2100.0,57.14285714285714,36,1071,1,
1299.0,71.13163972286374,33,715,20,
999.0,52.95295295295295,26,163,7,
7999.0,43.11788973621702,37,405,1,
